age,education,education_num,sex,capital_gain,capital_loss,hours_per_week,native_country,income,married,relationship_grp,occupation_grp,workclass_grp,race_grp
46,Bachelors,13,Male,0,0,55,United-States,0,1,spouse,mid,self_employed,white
27,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,white
25,10th,6,Female,0,0,40,United-States,0,1,spouse,low,private,white
34,Some-college,10,Male,0,0,70,United-States,0,1,spouse,mid,self_employed,white
33,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,white
36,Some-college,10,Female,0,0,40,United-States,0,0,independent,mid,private,white
30,7th-8th,4,Male,0,0,48,United-States,0,1,spouse,mid,private,white
23,Some-college,10,Female,0,0,47,United-States,0,1,spouse,mid,private,white
36,5th-6th,3,Male,0,0,32,Mexico,0,0,dependent,mid,private,white
29,Bachelors,13,Female,0,0,45,United-States,0,0,independent,high,private,white
50,Some-college,10,Male,7688,0,40,United-States,1,1,spouse,low,self_employed,white
19,12th,8,Male,0,0,40,United-States,0,0,independent,low,private,white
52,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,low,government,white
20,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
22,Assoc-voc,11,Female,0,0,40,United-States,0,0,independent,mid,private,white
34,Some-college,10,Male,0,0,55,United-States,1,1,spouse,mid,private,white
60,Some-college,10,Male,0,0,40,United-States,0,1,spouse,mid,private,white
19,11th,7,Male,0,0,40,United-States,0,0,independent,low,private,black
59,HS-grad,9,Male,0,0,20,United-States,0,1,spouse,low,self_employed,white
36,HS-grad,9,Male,0,0,50,United-States,0,0,dependent,mid,private,white
25,HS-grad,9,Male,0,0,40,Cuba,0,0,dependent,mid,private,white
49,7th-8th,4,Male,0,0,70,United-States,0,0,independent,mid,private,white
25,HS-grad,9,Female,0,0,30,United-States,0,0,independent,low,self_employed,white
50,11th,7,Female,0,0,40,United-States,0,0,independent,low,private,white
44,Assoc-acdm,12,Female,0,0,43,United-States,0,0,independent,high,private,white
33,Some-college,10,Male,0,0,20,United-States,0,1,spouse,mid,private,white
40,Bachelors,13,Male,0,0,50,United-States,0,0,dependent,mid,self_employed,white
56,Some-college,10,Male,0,0,45,United-States,0,1,spouse,high,private,white
56,Some-college,10,Male,0,0,50,United-States,1,1,spouse,high,self_employed,white
23,Bachelors,13,Male,0,0,42,United-States,0,0,dependent,high,private,white
21,Some-college,10,Female,0,0,10,United-States,0,0,dependent,high,private,white
67,7th-8th,4,Male,0,0,24,United-States,0,1,spouse,mid,private,white
54,Assoc-voc,11,Male,0,0,40,United-States,0,1,spouse,high,government,white
50,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,government,black
59,7th-8th,4,Male,0,0,40,United-States,0,1,spouse,low,private,white
51,11th,7,Female,0,0,40,United-States,0,0,independent,low,private,black
30,HS-grad,9,Female,0,0,29,United-States,0,0,independent,high,private,white
42,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,private,white
26,Bachelors,13,Male,0,0,40,United-States,0,0,independent,mid,private,white
47,Assoc-voc,11,Male,4064,0,40,United-States,0,1,spouse,mid,private,white
78,Some-college,10,Male,0,0,3,United-States,1,1,spouse,mid,self_employed,white
24,HS-grad,9,Male,0,0,50,United-States,0,0,independent,mid,self_employed,white
27,11th,7,Male,0,0,40,Puerto-Rico,0,0,dependent,low,private,white
51,Masters,14,Male,0,0,50,United-States,1,1,spouse,high,private,white
46,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,low,private,white
55,HS-grad,9,Male,0,0,60,United-States,0,1,spouse,low,self_employed,white
20,Some-college,10,Male,0,0,40,United-States,0,0,dependent,low,private,white
30,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,high,private,white
19,HS-grad,9,Female,0,0,20,United-States,0,0,dependent,low,private,white
30,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,private,white
31,Assoc-acdm,12,Male,0,0,50,United-States,1,1,independent,mid,self_employed,white
26,HS-grad,9,Male,0,0,96,United-States,0,1,spouse,low,private,white
53,HS-grad,9,Male,0,0,60,United-States,1,1,spouse,mid,private,white
24,Some-college,10,Female,0,0,40,United-States,0,0,independent,mid,government,white
24,Some-college,10,Male,0,0,54,United-States,0,0,dependent,high,private,white
36,HS-grad,9,Female,0,0,50,United-States,0,0,independent,high,private,white
39,Masters,14,Male,0,0,50,United-States,1,1,spouse,high,private,white
53,HS-grad,9,Male,0,0,32,United-States,0,0,independent,low,private,black
75,HS-grad,9,Male,0,0,35,United-States,1,0,dependent,mid,self_employed,other_race
36,HS-grad,9,Male,0,0,50,United-States,1,1,spouse,high,private,white
46,Some-college,10,Male,0,0,40,United-States,0,1,spouse,mid,self_employed,white
56,HS-grad,9,Male,0,1902,40,United-States,1,1,spouse,mid,self_employed,white
29,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,black
60,9th,5,Male,0,0,49,United-States,0,1,spouse,low,private,white
58,HS-grad,9,Male,0,0,38,United-States,0,0,independent,mid,private,white
67,HS-grad,9,Male,0,0,55,United-States,0,1,spouse,low,self_employed,white
35,Some-college,10,Male,7688,0,38,United-States,1,1,spouse,high,private,white
39,Some-college,10,Male,0,0,80,United-States,0,1,spouse,low,self_employed,white
37,Some-college,10,Male,0,0,50,United-States,0,1,spouse,mid,private,white
63,Prof-school,15,Male,0,0,30,United-States,0,1,spouse,high,self_employed,white
47,11th,7,Female,0,0,38,United-States,0,0,independent,low,private,white
23,Bachelors,13,Female,0,0,40,United-States,0,0,dependent,mid,private,white
55,HS-grad,9,Male,4865,0,45,United-States,0,0,independent,low,private,white
49,11th,7,Female,0,0,40,United-States,0,1,spouse,mid,private,white
39,Assoc-voc,11,Male,5178,0,40,United-States,1,1,spouse,low,private,white
23,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,white
19,Some-college,10,Female,0,0,12,United-States,0,0,dependent,low,private,white
44,Masters,14,Male,0,0,40,United-States,1,1,spouse,high,private,white
25,Assoc-voc,11,Female,0,0,40,United-States,0,0,independent,low,private,other_race
35,Assoc-voc,11,Male,0,0,40,United-States,0,0,dependent,high,private,black
23,HS-grad,9,Female,0,0,40,Cuba,0,0,dependent,mid,government,white
48,Assoc-voc,11,Male,0,0,40,United-States,0,1,spouse,mid,private,white
48,Some-college,10,Male,2176,0,40,United-States,0,0,dependent,low,private,white
44,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,private,black
55,Bachelors,13,Female,0,0,25,United-States,0,1,spouse,high,self_employed,white
33,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,mid,self_employed,white
18,12th,8,Male,0,0,20,United-States,0,0,dependent,low,private,white
24,Bachelors,13,Male,2202,0,30,United-States,0,0,dependent,mid,private,white
32,Assoc-acdm,12,Male,0,0,56,England,1,1,spouse,high,government,white
24,Bachelors,13,Female,0,0,20,United-States,0,0,independent,high,government,white
44,Bachelors,13,Male,99999,0,70,United-States,1,1,spouse,high,self_employed,white
27,Bachelors,13,Male,0,0,45,United-States,0,1,spouse,mid,private,white
39,Assoc-acdm,12,Male,0,0,40,France,1,1,spouse,high,private,white
26,10th,6,Male,0,0,40,United-States,0,1,spouse,low,government,white
34,Masters,14,Male,0,0,40,United-States,1,1,spouse,high,private,white
38,Masters,14,Male,99999,0,65,United-States,1,1,spouse,high,private,white
41,Masters,14,Male,0,0,75,United-States,1,1,spouse,high,government,white
32,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,mid,self_employed,white
56,Masters,14,Male,0,0,40,United-States,1,1,spouse,high,government,black
59,Bachelors,13,Male,0,1977,50,United-States,1,1,spouse,high,private,white
44,Some-college,10,Male,0,0,60,United-States,1,1,spouse,mid,private,white
35,Bachelors,13,Male,0,1590,40,South,0,0,dependent,mid,private,other_race
52,HS-grad,9,Male,3781,0,40,Columbia,0,1,spouse,low,private,other_race
30,Some-college,10,Male,3325,0,50,United-States,0,0,dependent,high,private,white
23,Bachelors,13,Male,0,0,40,United-States,0,1,spouse,mid,private,white
43,HS-grad,9,Female,8614,0,43,United-States,1,0,independent,mid,private,white
61,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,high,private,white
38,HS-grad,9,Female,0,0,35,United-States,0,0,independent,mid,private,white
68,10th,6,Male,0,0,16,United-States,0,1,spouse,mid,private,white
41,Masters,14,Male,27828,0,50,United-States,1,0,independent,high,private,white
42,Some-college,10,Male,0,0,40,United-States,0,0,independent,high,self_employed,white
19,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,white
31,11th,7,Male,0,0,40,India,0,0,independent,low,private,other_race
40,Assoc-acdm,12,Male,0,2377,50,United-States,0,1,spouse,mid,self_employed,white
32,Bachelors,13,Female,0,0,40,Philippines,0,0,independent,high,private,other_race
51,HS-grad,9,Male,14084,0,40,United-States,1,0,independent,high,self_employed,white
44,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,government,white
23,Bachelors,13,Female,0,0,30,England,0,0,dependent,mid,private,white
44,Bachelors,13,Female,0,0,45,United-States,0,0,independent,high,private,white
24,HS-grad,9,Male,0,0,60,United-States,0,1,spouse,low,private,white
34,HS-grad,9,Male,0,0,60,United-States,0,1,spouse,mid,private,white
61,Masters,14,Male,0,0,45,India,1,1,spouse,high,private,other_race
30,Bachelors,13,Male,0,0,40,United-States,0,0,dependent,high,government,white
45,Bachelors,13,Male,0,0,40,United-States,0,0,independent,mid,private,white
22,Assoc-voc,11,Female,0,0,40,United-States,0,0,dependent,mid,private,white
49,Some-college,10,Male,0,0,40,United-States,0,1,spouse,low,private,white
39,Assoc-acdm,12,Female,0,0,45,United-States,0,0,independent,mid,private,white
34,Some-college,10,Female,0,0,40,United-States,0,0,dependent,mid,private,white
52,Some-college,10,Male,0,0,40,United-States,1,1,spouse,high,government,white
24,Assoc-voc,11,Female,0,0,40,United-States,0,0,independent,mid,private,white
38,Bachelors,13,Male,0,0,45,United-States,1,1,spouse,high,private,white
19,11th,7,Male,0,0,40,United-States,0,0,dependent,low,private,white
24,HS-grad,9,Female,0,0,30,United-States,0,0,independent,low,private,white
25,Assoc-acdm,12,Male,0,0,43,United-States,0,0,dependent,low,private,white
71,7th-8th,4,Male,0,0,10,United-States,0,0,independent,mid,private,white
27,HS-grad,9,Female,0,0,40,United-States,0,1,spouse,high,private,black
28,Assoc-voc,11,Female,0,0,40,United-States,0,0,independent,high,private,black
54,Assoc-voc,11,Male,15024,0,38,Jamaica,1,1,spouse,high,private,black
18,11th,7,Female,0,0,10,United-States,0,0,dependent,mid,private,black
49,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,black
36,HS-grad,9,Female,0,0,25,United-States,0,0,independent,low,private,white
57,HS-grad,9,Male,0,0,50,United-States,0,0,independent,mid,private,white
56,Masters,14,Male,0,0,40,Portugal,1,1,spouse,high,government,white
17,10th,6,Male,0,0,20,United-States,0,0,dependent,low,private,white
30,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,high,private,white
41,10th,6,Female,0,0,40,United-States,0,0,dependent,mid,private,white
26,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,white
61,10th,6,Male,0,0,48,United-States,0,1,spouse,mid,private,white
24,HS-grad,9,Male,0,0,45,United-States,0,0,independent,low,private,white
44,11th,7,Female,0,0,40,United-States,0,0,independent,low,private,white
38,Masters,14,Female,0,0,40,United-States,0,0,dependent,high,government,white
25,Bachelors,13,Male,0,0,50,United-States,0,0,dependent,mid,private,white
34,HS-grad,9,Male,0,0,70,United-States,0,1,spouse,mid,private,white
38,Some-college,10,Male,0,0,40,United-States,0,0,independent,mid,private,white
42,HS-grad,9,Male,0,0,55,United-States,0,1,spouse,mid,private,white
48,7th-8th,4,Male,0,0,40,United-States,0,1,spouse,low,private,white
38,Masters,14,Male,0,0,40,United-States,1,1,spouse,high,private,white
52,HS-grad,9,Male,0,0,50,United-States,1,1,spouse,mid,private,white
55,Assoc-voc,11,Female,6849,0,40,United-States,0,0,independent,high,government,white
41,HS-grad,9,Male,0,0,20,United-States,0,0,dependent,low,self_employed,white
45,5th-6th,3,Female,0,0,35,United-States,0,0,dependent,low,private,white
49,7th-8th,4,Male,0,0,45,Laos,0,0,independent,low,private,other_race
19,Some-college,10,Male,0,0,20,United-States,0,0,independent,low,private,white
39,Bachelors,13,Male,0,0,45,United-States,0,1,spouse,mid,private,white
43,Some-college,10,Male,2174,0,45,United-States,0,0,independent,low,private,white
42,Some-college,10,Male,0,0,65,United-States,0,1,spouse,high,private,white
17,11th,7,Male,0,0,12,United-States,0,0,dependent,low,private,white
30,Assoc-acdm,12,Female,0,0,25,United-States,0,0,independent,high,private,black
61,Masters,14,Female,0,0,70,United-States,0,0,independent,high,government,white
48,Masters,14,Male,15024,0,40,United-States,1,1,spouse,high,private,white
57,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,private,white
27,5th-6th,3,Male,0,0,45,Mexico,0,1,spouse,low,private,white
24,HS-grad,9,Male,0,0,48,United-States,0,1,spouse,mid,private,white
41,12th,8,Male,0,0,84,United-States,1,0,independent,mid,private,white
42,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
34,Bachelors,13,Female,0,0,15,United-States,0,0,dependent,high,private,white
47,HS-grad,9,Female,0,0,43,United-States,0,0,independent,high,private,white
50,HS-grad,9,Male,0,1980,40,United-States,0,0,independent,mid,private,white
30,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
38,Bachelors,13,Male,0,0,45,United-States,0,1,spouse,mid,private,white
31,HS-grad,9,Male,0,0,55,United-States,1,1,spouse,high,private,white
44,Some-college,10,Female,0,0,45,United-States,1,1,spouse,mid,private,white
34,Some-college,10,Male,0,1651,38,United-States,0,1,spouse,mid,private,white
52,HS-grad,9,Male,14344,0,40,United-States,1,0,independent,low,private,black
34,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,mid,private,white
31,Some-college,10,Male,0,0,40,United-States,0,1,spouse,high,private,white
68,Some-college,10,Female,0,0,20,United-States,0,0,independent,mid,private,white
22,HS-grad,9,Female,0,0,40,Mexico,0,0,dependent,mid,private,white
42,Bachelors,13,Female,0,0,35,United-States,0,0,independent,high,private,white
37,HS-grad,9,Male,0,0,35,United-States,0,1,spouse,mid,private,white
36,HS-grad,9,Male,0,0,35,United-States,0,1,spouse,low,self_employed,white
38,Some-college,10,Female,0,0,30,United-States,0,0,independent,mid,private,white
72,HS-grad,9,Male,0,0,55,United-States,0,1,spouse,low,private,white
40,5th-6th,3,Male,0,0,40,Mexico,0,1,spouse,low,private,white
19,Some-college,10,Male,0,0,30,United-States,0,0,dependent,mid,private,white
55,Assoc-voc,11,Male,0,0,50,Hungary,1,1,spouse,mid,private,white
30,Assoc-acdm,12,Male,0,0,40,United-States,0,1,spouse,mid,private,white
52,Bachelors,13,Female,0,1092,40,United-States,0,0,independent,mid,private,white
29,Bachelors,13,Male,3103,0,45,United-States,1,1,spouse,mid,private,white
41,Some-college,10,Male,0,0,4,United-States,0,1,spouse,high,private,black
29,Bachelors,13,Female,0,0,45,United-States,0,0,independent,mid,private,white
24,Bachelors,13,Female,0,0,20,United-States,0,0,independent,mid,private,white
46,Prof-school,15,Male,0,0,45,United-States,1,1,spouse,high,self_employed,white
44,HS-grad,9,Male,0,0,60,United-States,1,1,spouse,high,private,white
17,10th,6,Female,0,0,15,United-States,0,0,dependent,mid,private,black
35,Assoc-voc,11,Female,0,0,35,United-States,0,0,independent,low,private,white
38,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
36,9th,5,Male,0,0,40,United-States,0,0,dependent,low,private,white
24,11th,7,Male,0,0,60,United-States,0,1,spouse,low,private,white
38,Bachelors,13,Male,0,0,99,United-States,0,1,spouse,low,self_employed,white
19,11th,7,Female,0,0,40,Honduras,0,0,independent,mid,private,white
30,HS-grad,9,Male,0,0,45,United-States,0,1,spouse,mid,private,white
36,Assoc-voc,11,Male,0,0,40,United-States,0,1,spouse,mid,government,other_race
27,Some-college,10,Male,0,0,45,United-States,0,0,independent,mid,private,white
27,Assoc-acdm,12,Male,0,0,40,United-States,1,1,spouse,mid,private,white
65,Some-college,10,Male,0,2174,40,United-States,1,1,spouse,high,government,black
37,Masters,14,Female,0,0,40,United-States,1,0,independent,high,private,black
17,11th,7,Male,0,0,30,United-States,0,0,dependent,mid,private,white
57,5th-6th,3,Male,0,0,50,United-States,0,1,spouse,mid,private,black
54,Masters,14,Female,0,0,30,United-States,0,0,independent,high,self_employed,white
21,Some-college,10,Female,0,0,40,United-States,0,0,independent,low,private,white
43,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,white
50,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
38,11th,7,Male,0,0,48,United-States,1,1,spouse,low,private,white
31,HS-grad,9,Male,15024,0,40,United-States,1,1,spouse,high,private,white
41,Prof-school,15,Female,0,0,38,United-States,0,0,independent,high,private,white
20,Some-college,10,Female,0,0,40,United-States,0,0,independent,high,private,white
28,Bachelors,13,Female,0,0,15,United-States,0,1,dependent,mid,private,white
62,9th,5,Male,0,0,35,United-States,0,1,spouse,low,private,white
41,12th,8,Female,0,0,40,United-States,0,0,independent,low,private,black
37,HS-grad,9,Male,0,0,45,United-States,0,1,spouse,mid,private,white
53,Some-college,10,Male,0,0,30,United-States,0,1,spouse,low,self_employed,white
28,Bachelors,13,Male,0,0,50,United-States,1,1,spouse,mid,private,white
23,Masters,14,Female,0,0,30,United-States,0,0,independent,high,private,white
46,HS-grad,9,Male,0,0,35,United-States,0,1,spouse,low,self_employed,white
28,HS-grad,9,Female,0,0,45,United-States,0,0,independent,mid,private,white
50,10th,6,Female,0,0,40,United-States,0,0,independent,mid,private,white
19,Some-college,10,Male,0,0,45,Mexico,0,0,independent,mid,private,white
84,7th-8th,4,Male,0,0,10,United-States,0,1,spouse,high,private,black
48,Prof-school,15,Male,0,0,35,United-States,1,1,spouse,high,self_employed,white
61,HS-grad,9,Female,0,0,20,United-States,0,0,independent,mid,self_employed,white
44,Some-college,10,Male,0,0,42,United-States,0,0,independent,mid,private,white
32,HS-grad,9,Female,0,0,60,South,0,0,independent,low,private,other_race
25,Some-college,10,Male,0,0,35,United-States,0,0,dependent,mid,private,white
47,Some-college,10,Female,0,0,40,United-States,0,0,independent,mid,government,white
19,Some-college,10,Female,0,0,15,United-States,0,0,dependent,mid,private,white
37,Some-college,10,Male,0,0,17,United-States,0,1,spouse,low,private,white
28,HS-grad,9,Female,0,0,40,United-States,0,0,dependent,high,private,other_race
34,Assoc-acdm,12,Female,0,0,40,United-States,1,1,spouse,mid,private,white
32,Some-college,10,Female,0,0,35,United-States,0,0,independent,low,self_employed,white
24,Some-college,10,Male,0,0,30,United-States,0,0,independent,low,private,white
30,Some-college,10,Male,0,0,99,United-States,0,1,spouse,high,private,black
56,Masters,14,Male,0,0,40,United-States,0,1,spouse,high,private,white
30,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,mid,private,white
28,Some-college,10,Female,0,0,26,United-States,0,0,dependent,mid,private,white
40,Some-college,10,Male,0,1887,68,United-States,1,1,spouse,mid,private,white
28,Some-college,10,Male,0,0,45,United-States,0,0,independent,mid,private,white
39,12th,8,Male,0,0,40,United-States,0,0,independent,low,private,white
33,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,self_employed,white
23,Some-college,10,Male,0,0,40,Dominican-Republic,0,0,independent,low,private,other_race
32,Some-college,10,Male,0,0,55,Ecuador,0,0,dependent,low,private,white
37,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
71,5th-6th,3,Female,0,0,75,United-States,0,0,independent,low,private,other_race
30,Some-college,10,Male,0,0,40,United-States,1,1,spouse,mid,private,white
20,Some-college,10,Female,0,0,40,United-States,0,0,independent,high,private,white
53,HS-grad,9,Male,0,1740,50,United-States,0,1,spouse,mid,government,white
42,HS-grad,9,Male,0,0,45,United-States,0,0,independent,mid,private,white
44,Bachelors,13,Male,0,1902,56,United-States,1,1,spouse,high,private,white
26,Masters,14,Female,0,0,40,United-States,0,0,independent,high,private,white
21,Some-college,10,Female,0,0,16,United-States,0,0,dependent,low,private,white
37,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,self_employed,black
36,Bachelors,13,Female,0,0,40,United-States,0,0,independent,high,government,white
25,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,private,white
54,Doctorate,16,Male,0,1977,43,United-States,1,1,spouse,high,private,white
38,Bachelors,13,Male,0,0,50,United-States,1,1,spouse,high,self_employed,white
29,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,white
20,Some-college,10,Male,0,0,38,United-States,0,0,dependent,mid,government,white
32,HS-grad,9,Male,0,0,50,United-States,0,0,dependent,mid,private,white
24,Assoc-acdm,12,Male,0,0,20,United-States,0,0,independent,high,private,white
59,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,government,white
56,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,mid,self_employed,white
40,HS-grad,9,Male,0,0,84,United-States,0,0,independent,mid,self_employed,white
35,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,mid,private,white
38,Bachelors,13,Female,15024,0,40,United-States,1,1,spouse,high,private,white
24,Some-college,10,Female,0,0,20,United-States,0,0,dependent,mid,private,white
30,Some-college,10,Male,0,1848,40,United-States,1,1,spouse,mid,private,white
36,1st-4th,2,Male,0,0,40,Mexico,0,0,independent,low,private,white
20,Some-college,10,Female,0,0,20,United-States,0,0,dependent,high,government,other_race
36,HS-grad,9,Female,0,0,40,United-States,0,0,dependent,mid,private,white
45,Bachelors,13,Female,0,0,40,United-States,0,0,independent,high,government,white
22,Bachelors,13,Female,0,0,40,United-States,0,0,dependent,mid,private,white
31,HS-grad,9,Male,0,2001,40,United-States,0,0,independent,low,private,white
34,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,mid,private,white
24,11th,7,Male,0,0,40,United-States,0,0,independent,mid,private,white
23,Bachelors,13,Male,0,0,25,United-States,0,0,independent,mid,private,white
46,Prof-school,15,Female,0,0,40,Germany,1,0,independent,high,government,white
60,Prof-school,15,Male,0,0,70,Germany,1,1,spouse,high,private,white
40,Some-college,10,Female,0,0,40,United-States,0,0,independent,low,private,black
55,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,white
47,Masters,14,Male,27828,0,40,United-States,1,0,independent,high,private,white
28,HS-grad,9,Male,0,0,43,United-States,0,1,spouse,low,private,white
55,Prof-school,15,Male,0,0,60,United-States,1,1,spouse,high,private,white
47,Masters,14,Male,0,0,40,United-States,1,1,spouse,high,private,white
54,Masters,14,Male,0,0,52,United-States,1,1,spouse,high,private,white
32,11th,7,Female,0,0,60,United-States,0,1,spouse,low,private,white
38,Assoc-acdm,12,Male,0,0,40,United-States,1,1,spouse,high,private,white
61,Some-college,10,Female,0,0,40,United-States,0,0,independent,low,self_employed,white
62,Masters,14,Male,0,0,40,South,0,1,spouse,high,self_employed,other_race
29,Some-college,10,Male,5013,0,40,United-States,0,1,spouse,mid,private,white
26,HS-grad,9,Female,0,0,32,United-States,0,0,independent,high,private,black
19,Some-college,10,Male,0,0,50,United-States,0,0,dependent,low,private,white
40,10th,6,Male,0,0,40,United-States,0,1,spouse,mid,private,white
36,HS-grad,9,Male,7298,0,40,United-States,1,1,spouse,low,private,white
42,HS-grad,9,Male,2885,0,45,United-States,0,1,spouse,mid,private,white
55,Masters,14,Female,0,0,40,Thailand,0,0,dependent,high,private,other_race
55,HS-grad,9,Female,2407,0,35,United-States,0,1,spouse,low,private,black
43,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,mid,self_employed,white
39,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
38,Some-college,10,Male,0,0,45,United-States,1,1,spouse,mid,government,white
28,HS-grad,9,Female,0,0,40,Mexico,0,0,independent,low,private,white
36,Some-college,10,Female,0,0,40,United-States,0,0,independent,high,private,white
49,Some-college,10,Male,0,0,50,United-States,0,1,spouse,low,private,white
41,Some-college,10,Female,0,0,40,United-States,0,0,dependent,mid,private,black
60,7th-8th,4,Female,0,0,40,United-States,0,1,spouse,low,private,white
35,Bachelors,13,Male,0,0,70,United-States,0,1,spouse,high,private,white
36,Bachelors,13,Female,0,0,40,United-States,0,0,independent,high,government,white
51,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,private,white
23,HS-grad,9,Male,0,0,40,Guatemala,0,0,independent,low,private,white
51,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
17,11th,7,Female,1055,0,18,India,0,0,dependent,mid,private,white
33,Some-college,10,Male,0,0,25,United-States,0,1,spouse,mid,self_employed,white
50,HS-grad,9,Male,0,0,40,United-States,0,0,independent,high,private,white
38,12th,8,Male,0,0,40,United-States,1,1,spouse,mid,private,white
18,HS-grad,9,Female,0,0,35,United-States,0,0,dependent,mid,private,white
26,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,mid,private,white
21,Some-college,10,Female,0,0,47,United-States,0,0,dependent,mid,private,white
26,HS-grad,9,Male,0,0,52,United-States,0,1,spouse,high,private,white
30,HS-grad,9,Female,0,0,40,United-States,1,1,spouse,mid,government,white
33,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,government,black
42,Some-college,10,Male,0,0,38,United-States,0,0,independent,mid,government,white
28,Prof-school,15,Female,0,0,50,United-States,0,0,independent,high,private,white
20,HS-grad,9,Male,0,0,35,United-States,0,0,dependent,low,private,white
66,Bachelors,13,Female,0,2206,25,United-States,0,0,independent,high,government,black
31,Some-college,10,Male,0,0,50,India,0,1,spouse,mid,private,other_race
36,Some-college,10,Male,0,0,40,Canada,0,0,independent,mid,private,white
39,Assoc-acdm,12,Male,0,0,40,United-States,1,0,independent,high,government,white
52,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
61,7th-8th,4,Male,7688,0,40,Poland,1,1,spouse,mid,private,white
27,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
45,HS-grad,9,Female,0,0,50,United-States,0,0,independent,mid,private,white
21,9th,5,Male,0,0,40,United-States,0,0,dependent,low,private,other_race
25,HS-grad,9,Female,0,0,40,United-States,0,0,dependent,mid,private,white
24,Some-college,10,Female,0,0,25,United-States,0,0,dependent,low,private,white
38,Assoc-acdm,12,Male,0,0,55,Italy,0,1,spouse,high,private,white
29,Bachelors,13,Female,0,1902,50,United-States,1,1,spouse,high,private,white
45,HS-grad,9,Female,0,0,38,United-States,0,0,independent,mid,private,white
59,10th,6,Male,0,0,50,United-States,0,1,spouse,mid,private,white
41,HS-grad,9,Male,0,0,40,United-States,0,1,dependent,mid,private,white
23,Bachelors,13,Female,0,0,40,United-States,0,0,dependent,mid,private,white
43,Some-college,10,Male,0,0,45,United-States,0,0,independent,mid,private,white
17,11th,7,Male,0,0,20,United-States,0,0,dependent,mid,private,white
32,Bachelors,13,Male,15024,0,50,United-States,1,1,spouse,high,private,white
42,Assoc-voc,11,Male,0,0,40,United-States,0,1,spouse,low,private,white
68,Masters,14,Male,0,2392,40,United-States,1,1,spouse,high,private,white
55,HS-grad,9,Male,0,1887,40,United-States,1,1,spouse,high,government,white
43,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
61,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,private,white
28,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,white
47,HS-grad,9,Female,0,0,60,United-States,0,0,independent,low,private,white
21,7th-8th,4,Male,0,0,40,United-States,0,0,independent,mid,self_employed,white
39,Some-college,10,Male,0,0,40,United-States,0,0,independent,mid,private,white
39,11th,7,Male,0,1876,46,United-States,0,0,independent,mid,private,white
34,Some-college,10,Male,0,2179,40,United-States,0,1,spouse,mid,private,black
27,Bachelors,13,Male,0,0,40,United-States,0,0,dependent,low,private,black
